date,code,title,tracking price,price,url
2021-09-04 00h03m,B086XCGMN7,"DJI Mavic Air 2 Fly More Combo - Drone Quadcopter UAV with 48MP Camera 4K Video 8K Hyperlapse 1/2"" CMOS Sensor 3-Axis Gimbal 34min Flight Time ActiveTrack 3.0 Ocusync 2.0, Gray",98700,98800.0,https://www.amazon.com/DJI-Mavic-Air-More-Combo/dp/B086XCGMN7/ref=sr_1_2_sspa?dchild=1&keywords=DJI+Mavic+2+Pro&qid=1630533943&sr=8-2-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSEw2VENUQzg4RE84JmVuY3J5cHRlZElkPUExMDEzODQzV0c0OUlVUkdOSUpEJmVuY3J5cHRlZEFkSWQ9QTAzNTIzMDEyS1JQS0VHS0ozN05FJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
2021-09-04 18h27m,B086XCGMN7,"DJI Mavic Air 2 Fly More Combo - Drone Quadcopter UAV with 48MP Camera 4K Video 8K Hyperlapse 1/2"" CMOS Sensor 3-Axis Gimbal 34min Flight Time ActiveTrack 3.0 Ocusync 2.0, Gray",98700,98800.0,https://www.amazon.com/DJI-Mavic-Air-More-Combo/dp/B086XCGMN7/ref=sr_1_2_sspa?dchild=1&keywords=DJI+Mavic+2+Pro&qid=1630533943&sr=8-2-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSEw2VENUQzg4RE84JmVuY3J5cHRlZElkPUExMDEzODQzV0c0OUlVUkdOSUpEJmVuY3J5cHRlZEFkSWQ9QTAzNTIzMDEyS1JQS0VHS0ozN05FJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
